"_ano_pesquisa","situacao_de_trabalho","setor","numero_de_funcionarios","modelo_de_trabalho_atual","qtd_respondentes"
"2023","Empregado (CLT)","Internet/Ecommerce","de 1.001 a 3.000","Modelo 100% presencial","1"
"2023","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Outra Opção","de 501 a 1.000","Modelo 100% remoto","1"
"2023","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Outra Opção","de 1.001 a 3.000","Modelo 100% remoto","1"
"2023","Estagiário","Internet/Ecommerce","de 101 a 500","Modelo 100% remoto","1"
"2023","Empreendedor ou Empregado (CNPJ)","Educação","de 11 a 50","Modelo híbrido com dias fixos de trabalho presencial","1"
"2023","Empregado (CLT)","Setor Público","de 51 a 100","Modelo híbrido com dias fixos de trabalho presencial","1"
"2023","Empreendedor ou Empregado (CNPJ)","Setor Imobiliário/ Construção Civil","de 11 a 50","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2023","Empreendedor ou Empregado (CNPJ)","Área de Consultoria","Acima de 3.000","Modelo 100% remoto","1"
"2023","Empregado (CLT)","Filantropia/ONG's","de 6 a 10","Modelo 100% presencial","1"
"2023","Empreendedor ou Empregado (CNPJ)","Área da Saúde","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2023","Estagiário","Marketing","Acima de 3.000","Modelo 100% remoto","1"
"2023","Empregado (CLT)","Tecnologia/Fábrica de Software","de 6 a 10","Modelo híbrido com dias fixos de trabalho presencial","1"
"2023","Servidor Público","Setor de Energia","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2023","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Área da Saúde","de 6 a 10","Modelo 100% remoto","1"
"2023","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Área de Consultoria","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2023","Servidor Público","Setor Público","de 501 a 1.000","Modelo 100% remoto","1"
"2023","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Finanças ou Bancos","de 11 a 50","Modelo 100% remoto","1"
"2023","Freelancer","Indústria","de 6 a 10","Modelo 100% presencial","1"
"2023","Empreendedor ou Empregado (CNPJ)","Filantropia/ONG's","de 51 a 100","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2023","Prefiro não informar","Indústria","de 501 a 1.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2023","Estagiário","Seguros ou Previdência","de 1.001 a 3.000","Modelo 100% remoto","1"
"2023","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Telecomunicação","de 101 a 500","Modelo 100% remoto","1"
"2023","Empregado (CLT)","Área de Consultoria","de 1 a 5","Modelo híbrido com dias fixos de trabalho presencial","1"
"2023","Empreendedor ou Empregado (CNPJ)","Internet/Ecommerce","de 501 a 1.000","Modelo 100% remoto","1"
"2023","Freelancer","Setor Imobiliário/ Construção Civil","de 6 a 10","Modelo 100% presencial","1"
"2023","Empreendedor ou Empregado (CNPJ)","Setor Imobiliário/ Construção Civil","de 51 a 100","Modelo 100% presencial","1"
"2023","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Tecnologia/Fábrica de Software","de 101 a 500","Modelo 100% remoto","1"
"2023","Empregado (CLT)","Setor Público","de 101 a 500","Modelo 100% remoto","1"
"2023","Empreendedor ou Empregado (CNPJ)","Indústria","de 51 a 100","Modelo 100% remoto","1"
"2023","Estagiário","Varejo","de 1.001 a 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2023","Empreendedor ou Empregado (CNPJ)","Filantropia/ONG's","de 51 a 100","Modelo 100% remoto","1"
"2023","Empregado (CLT)","Área da Saúde","de 6 a 10","Modelo 100% presencial","1"
"2023","Empregado (CLT)","Internet/Ecommerce","de 11 a 50","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2023","Empregado (CLT)","Entretenimento ou Esportes","de 1 a 5","Modelo 100% presencial","1"
"2023","Prefiro não informar","Finanças ou Bancos","de 1 a 5","Modelo híbrido com dias fixos de trabalho presencial","1"
"2023","Empreendedor ou Empregado (CNPJ)","Outra Opção","Acima de 3.000","Modelo 100% presencial","1"
"2023","Empregado (CLT)","Seguros ou Previdência","Acima de 3.000","Modelo 100% presencial","1"
"2023","Estagiário","Setor Alimentício","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2023","Estagiário","Setor Imobiliário/ Construção Civil","de 501 a 1.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2023","Estagiário","Área da Saúde","de 1.001 a 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2023","Estagiário","Setor de Energia","de 11 a 50","Modelo híbrido com dias fixos de trabalho presencial","1"
"2023","Empregado (CLT)","Outra Opção","de 51 a 100","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2023","Empregado (CLT)","Agronegócios","de 6 a 10","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2023","Estagiário","Área de Consultoria","de 1.001 a 3.000","Modelo 100% presencial","1"
"2023","Empregado (CLT)","Filantropia/ONG's","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2023","Estagiário","Tecnologia/Fábrica de Software","de 6 a 10","Modelo 100% remoto","1"
"2023","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Setor Público","de 1.001 a 3.000","Modelo 100% presencial","1"
"2023","Servidor Público","Área da Saúde","de 1.001 a 3.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2023","Empreendedor ou Empregado (CNPJ)","Educação","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2023","Estagiário","Área da Saúde","Acima de 3.000","Modelo 100% remoto","1"
"2023","Empreendedor ou Empregado (CNPJ)","Internet/Ecommerce","de 11 a 50","Modelo 100% remoto","1"
"2023","Estagiário","Internet/Ecommerce","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2023","Empreendedor ou Empregado (CNPJ)","Área da Saúde","de 501 a 1.000","Modelo 100% remoto","1"
"2023","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Entretenimento ou Esportes","de 11 a 50","Modelo 100% remoto","1"
"2023","Empreendedor ou Empregado (CNPJ)","Área de Consultoria","de 501 a 1.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2023","Empreendedor ou Empregado (CNPJ)","Finanças ou Bancos","de 6 a 10","Modelo híbrido com dias fixos de trabalho presencial","1"
"2023","Empreendedor ou Empregado (CNPJ)","Setor Alimentício","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2023","Estagiário","Setor Alimentício","de 101 a 500","Modelo híbrido com dias fixos de trabalho presencial","1"
"2023","Empreendedor ou Empregado (CNPJ)","Área de Consultoria","de 501 a 1.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2023","Estagiário","Outra Opção","de 51 a 100","Modelo 100% remoto","1"
"2023","Empregado (CLT)","Outra Opção","de 51 a 100","Modelo híbrido com dias fixos de trabalho presencial","1"
"2023","Empregado (CLT)","Setor Imobiliário/ Construção Civil","de 501 a 1.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2023","Empreendedor ou Empregado (CNPJ)","Finanças ou Bancos","de 501 a 1.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2023","Estagiário","Tecnologia/Fábrica de Software","de 1 a 5","Modelo 100% presencial","1"
"2023","Estagiário","Setor Imobiliário/ Construção Civil","de 11 a 50","Modelo 100% remoto","1"
"2023","Empregado (CLT)","Entretenimento ou Esportes","de 101 a 500","Modelo 100% presencial","1"
"2023","Empregado (CLT)","Área da Saúde","de 11 a 50","Modelo 100% presencial","1"
"2023","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Varejo","de 51 a 100","Modelo 100% remoto","1"
"2023","Servidor Público","Finanças ou Bancos","de 1.001 a 3.000","Modelo 100% presencial","1"
"2023","Estagiário","Tecnologia/Fábrica de Software","de 501 a 1.000","Modelo 100% presencial","1"
"2023","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Marketing","de 101 a 500","Modelo 100% remoto","1"
"2023","Estagiário","Outra Opção","de 501 a 1.000","Modelo 100% presencial","1"
"2023","Empregado (CLT)","Setor Automotivo","de 51 a 100","Modelo 100% remoto","1"
"2023","Empregado (CLT)","Finanças ou Bancos","de 1 a 5","Modelo híbrido com dias fixos de trabalho presencial","1"
"2023","Empregado (CLT)","Varejo","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2023","Estagiário","Indústria","de 6 a 10","Modelo 100% presencial","1"
"2023","Servidor Público","Educação","de 51 a 100","Modelo 100% presencial","1"
"2023","Empreendedor ou Empregado (CNPJ)","Outra Opção","de 51 a 100","Modelo 100% presencial","1"
"2023","Empregado (CLT)","Marketing","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2023","Empreendedor ou Empregado (CNPJ)","Área da Saúde","de 1 a 5","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2023","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Varejo","de 6 a 10","Modelo 100% remoto","1"
"2024","Empregado (CLT)","Finanças ou Bancos","Acima de 3.000","Modelo 100% remoto","207"
"2024","Desempregado, buscando recolocação",,,,"205"
"2024","Empregado (CLT)","Varejo","Acima de 3.000","Modelo 100% remoto","203"
"2024","Empregado (CLT)","Tecnologia/Fábrica de Software","Acima de 3.000","Modelo 100% remoto","184"
"2024","Empregado (CLT)","Finanças ou Bancos","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","163"
"2024","Empregado (CLT)","Finanças ou Bancos","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","152"
"2024","Empregado (CLT)","Indústria","Acima de 3.000","Modelo 100% remoto","99"
"2024","Empregado (CLT)","Tecnologia/Fábrica de Software","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","75"
"2024","Empregado (CLT)","Tecnologia/Fábrica de Software","de 1.001 a 3.000","Modelo 100% remoto","75"
"2024","Empregado (CLT)","Tecnologia/Fábrica de Software","de 101 a 500","Modelo 100% remoto","71"
"2024","Somente Estudante (graduação)",,,,"68"
"2024","Empregado (CLT)","Finanças ou Bancos","Acima de 3.000","Modelo 100% presencial","67"
"2024","Empregado (CLT)","Área de Consultoria","Acima de 3.000","Modelo 100% remoto","62"
"2024","Empregado (CLT)","Outra Opção","Acima de 3.000","Modelo 100% remoto","58"
"2024","Trabalho na área Acadêmica/Pesquisador",,,,"56"
"2024","Empregado (CLT)","Setor Alimentício","Acima de 3.000","Modelo 100% remoto","55"
"2024","Empregado (CLT)","Finanças ou Bancos","de 1.001 a 3.000","Modelo 100% remoto","52"
"2024","Empregado (CLT)","Área de Consultoria","de 101 a 500","Modelo 100% remoto","44"
"2024","Empregado (CLT)","Finanças ou Bancos","de 101 a 500","Modelo 100% remoto","43"
"2024","Empregado (CLT)","Varejo","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","43"
"2024","Empregado (CLT)","Tecnologia/Fábrica de Software","de 501 a 1.000","Modelo 100% remoto","42"
"2024","Empregado (CLT)","Indústria","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","40"
"2024","Empregado (CLT)","Indústria","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","38"
"2024","Empregado (CLT)","Internet/Ecommerce","Acima de 3.000","Modelo 100% remoto","38"
"2024","Empregado (CLT)","Finanças ou Bancos","de 501 a 1.000","Modelo 100% remoto","38"
"2024","Empregado (CLT)","Varejo","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","31"
"2024","Empregado (CLT)","Finanças ou Bancos","de 101 a 500","Modelo 100% presencial","31"
"2024","Empregado (CLT)","Internet/Ecommerce","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","30"
"2024","Empregado (CLT)","Tecnologia/Fábrica de Software","de 1.001 a 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","30"
"2024","Empregado (CLT)","Tecnologia/Fábrica de Software","de 51 a 100","Modelo 100% remoto","26"
"2024","Empregado (CLT)","Indústria","Acima de 3.000","Modelo 100% presencial","25"
"2024","Somente Estudante (pós-graduação)",,,,"25"
"2024","Empregado (CLT)","Finanças ou Bancos","de 501 a 1.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","24"
"2024","Empregado (CLT)","Setor Alimentício","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","23"
"2024","Empreendedor ou Empregado (CNPJ)","Tecnologia/Fábrica de Software","de 11 a 50","Modelo 100% remoto","22"
"2024","Empregado (CLT)","Finanças ou Bancos","de 1.001 a 3.000","Modelo híbrido com dias fixos de trabalho presencial","21"
"2024","Empregado (CLT)","Outra Opção","de 101 a 500","Modelo 100% presencial","21"
"2024","Empregado (CLT)","Indústria","de 101 a 500","Modelo 100% presencial","21"
"2024","Empregado (CLT)","Finanças ou Bancos","de 1.001 a 3.000","Modelo 100% presencial","21"
"2024","Empregado (CLT)","Outra Opção","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","21"
"2024","Empregado (CLT)","Área da Saúde","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","21"
"2024","Servidor Público","Setor Público","Acima de 3.000","Modelo 100% presencial","21"
"2024","Empregado (CLT)","Outra Opção","de 101 a 500","Modelo 100% remoto","20"
"2024","Empreendedor ou Empregado (CNPJ)","Tecnologia/Fábrica de Software","de 101 a 500","Modelo 100% remoto","20"
"2024","Empregado (CLT)","Finanças ou Bancos","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","19"
"2024","Empregado (CLT)","Telecomunicação","Acima de 3.000","Modelo 100% remoto","19"
"2024","Empregado (CLT)","Finanças ou Bancos","de 101 a 500","Modelo híbrido com dias fixos de trabalho presencial","18"
"2024","Empregado (CLT)","Área da Saúde","de 101 a 500","Modelo 100% presencial","18"
"2024","Empregado (CLT)","Seguros ou Previdência","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","18"
"2024","Empregado (CLT)","Área de Consultoria","de 501 a 1.000","Modelo 100% remoto","18"
"2024","Empregado (CLT)","Educação","Acima de 3.000","Modelo 100% remoto","18"
"2024","Empregado (CLT)","Área de Consultoria","de 51 a 100","Modelo 100% remoto","17"
