"_ano_pesquisa","cargo_atual","nivel","genero","cor_raca_etnia","pcd","qtd_respondentes"
"2023","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Masculino","Preta","Não","1"
"2023","Cientista de Dados/Data Scientist","Júnior","Masculino","Parda","Sim","1"
"2023","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","Feminino","Amarela","Não","1"
"2023","Outra Opção","Júnior","Masculino","Parda","Sim","1"
"2023","Analytics Engineer","Sênior","Masculino","Parda","Sim","1"
"2023","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","Masculino","Preta","Não","1"
"2023","Analytics Engineer","Pleno","Masculino","Amarela","Não","1"
"2023","Analista de Inteligência de Mercado/Market Intelligence","Pleno","Feminino","Preta","Não","1"
"2023",,,"Masculino","Preta","Prefiro não informar","1"
"2023","Cientista de Dados/Data Scientist","Sênior","Prefiro não informar","Branca","Não","1"
"2023","Cientista de Dados/Data Scientist","Pleno","Feminino","Amarela","Não","1"
"2023","Analista de Inteligência de Mercado/Market Intelligence","Sênior","Masculino","Preta","Não","1"
"2023","Outras Engenharias (não inclui dev)","Sênior","Feminino","Branca","Sim","1"
"2023","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Masculino","Parda","Prefiro não informar","1"
"2023",,,"Feminino","Prefiro não informar","Não","1"
"2023","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","Masculino","Preta","Não","1"
"2023","Analytics Engineer","Pleno","Masculino","Branca","Sim","1"
"2023","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","Masculino","Branca","Prefiro não informar","1"
"2023","Analista de Suporte/Analista Técnico","Sênior","Masculino","Amarela","Não","1"
"2023","Professor/Pesquisador","Pleno","Masculino","Preta","Não","1"
"2023","Analista de Negócios/Business Analyst","Pleno","Masculino","Preta","Não","1"
"2023","DBA/Administrador de Banco de Dados","Sênior","Masculino","Branca","Sim","1"
"2023","Analista de Dados/Data Analyst","Júnior","Masculino","Outra","Não","1"
"2023","Analytics Engineer","Sênior","Masculino","Indígena","Não","1"
"2023","Cientista de Dados/Data Scientist","Pleno","Masculino","Outra","Não","1"
"2023","Analista de BI/BI Analyst","Pleno","Masculino","Indígena","Não","1"
"2023","Professor/Pesquisador","Júnior","Masculino","Preta","Não","1"
"2023","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Feminino","Preta","Não","1"
"2023","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Masculino","Parda","Sim","1"
"2023",,,"Masculino","Amarela","Prefiro não informar","1"
"2023","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Pleno","Feminino","Amarela","Não","1"
"2023","Economista","Júnior","Masculino","Branca","Não","1"
"2023","Outra Opção","Sênior","Masculino","Amarela","Não","1"
"2023","Outra Opção","Júnior","Outro","Branca","Não","1"
"2023",,,"Feminino","Preta","Sim","1"
"2023","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Feminino","Branca","Prefiro não informar","1"
"2023","Analytics Engineer","Pleno","Masculino","Parda","Prefiro não informar","1"
"2023","Analista de BI/BI Analyst","Sênior","Masculino","Amarela","Não","1"
"2023","Professor/Pesquisador","Júnior","Feminino","Branca","Não","1"
"2023","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","Prefiro não informar","Prefiro não informar","Prefiro não informar","1"
"2023","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Feminino","Amarela","Não","1"
"2023","Analista de Dados/Data Analyst","Pleno","Masculino","Preta","Prefiro não informar","1"
"2023","Economista","Sênior","Masculino","Branca","Não","1"
"2023","Analista de Dados/Data Analyst","Pleno","Feminino","Indígena","Não","1"
"2023","Analista de BI/BI Analyst","Júnior","Masculino","Branca","Prefiro não informar","1"
"2023","Analista de Negócios/Business Analyst","Sênior","Feminino","Amarela","Não","1"
"2023","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Masculino","Outra","Não","1"
"2023","Analista de Dados/Data Analyst","Pleno","Masculino","Outra","Não","1"
"2023","Estatístico","Júnior","Feminino","Parda","Não","1"
"2023","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Feminino","Parda","Sim","1"
"2023","Outra Opção","Sênior","Masculino","Branca","Sim","1"
"2023","Analista de Dados/Data Analyst","Pleno","Masculino","Prefiro não informar","Não","1"
"2023","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Júnior","Feminino","Parda","Não","1"
"2023","Analista de Dados/Data Analyst","Pleno","Masculino","Parda","Sim","1"
"2023","Cientista de Dados/Data Scientist","Pleno","Feminino","Parda","Sim","1"
"2023","Analista de BI/BI Analyst","Pleno","Outro","Preta","Não","1"
"2023","Estatístico","Sênior","Feminino","Branca","Não","1"
"2023","Cientista de Dados/Data Scientist","Sênior","Masculino","Preta","Sim","1"
"2023",,,"Prefiro não informar","Outra","Prefiro não informar","1"
"2023","Analista de BI/BI Analyst","Sênior","Masculino","Prefiro não informar","Não","1"
"2023","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","Masculino","Parda","Sim","1"
"2023","Professor/Pesquisador","Pleno","Masculino","Parda","Não","1"
"2023","Analista de Negócios/Business Analyst","Júnior","Feminino","Prefiro não informar","Não","1"
"2023","Estatístico","Pleno","Feminino","Parda","Não","1"
"2023","Analista de Inteligência de Mercado/Market Intelligence","Sênior","Feminino","Amarela","Não","1"
"2023","Analista de Dados/Data Analyst","Pleno","Feminino","Amarela","Não","1"
"2023","Analista de Negócios/Business Analyst","Júnior","Feminino","Preta","Não","1"
"2023","Cientista de Dados/Data Scientist","Júnior","Feminino","Indígena","Sim","1"
"2023",,,"Feminino","Amarela","Sim","1"
"2023","Analytics Engineer","Júnior","Feminino","Branca","Sim","1"
"2023","DBA/Administrador de Banco de Dados","Júnior","Feminino","Parda","Não","1"
"2023","Analista de Suporte/Analista Técnico","Júnior","Feminino","Preta","Não","1"
"2023","Analista de Negócios/Business Analyst","Sênior","Feminino","Branca","Sim","1"
"2023","Analista de Negócios/Business Analyst","Júnior","Feminino","Parda","Sim","1"
"2023","Estatístico","Júnior","Masculino","Indígena","Não","1"
"2023","Analista de Dados/Data Analyst","Pleno","Feminino","Branca","Sim","1"
"2023","DBA/Administrador de Banco de Dados","Sênior","Masculino","Preta","Não","1"
"2023","Analista de BI/BI Analyst","Júnior","Masculino","Preta","Sim","1"
"2023","Analista de Dados/Data Analyst","Sênior","Feminino","Prefiro não informar","Prefiro não informar","1"
"2023","Cientista de Dados/Data Scientist","Pleno","Masculino","Amarela","Prefiro não informar","1"
"2023","Analista de Dados/Data Analyst","Júnior","Masculino","Parda","Sim","1"
"2023","Analista de Inteligência de Mercado/Market Intelligence","Sênior","Masculino","Parda","Não","1"
"2023","Analista de Dados/Data Analyst","Júnior","Masculino","Indígena","Não","1"
"2023","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Júnior","Feminino","Branca","Não","1"
"2023","Outra Opção","Pleno","Outro","Branca","Não","1"
"2023","Analista de BI/BI Analyst","Júnior","Feminino","Amarela","Sim","1"
"2023","Outras Engenharias (não inclui dev)","Sênior","Feminino","Preta","Não","1"
"2023",,,"Prefiro não informar","Prefiro não informar","Não","1"
"2023","Analista de Negócios/Business Analyst","Sênior","Masculino","Preta","Sim","1"
"2023","Analista de Negócios/Business Analyst","Júnior","Masculino","Parda","Sim","1"
"2023","Analista de Dados/Data Analyst","Pleno","Masculino","Branca","Sim","1"
"2024",,,"Masculino","Branca","Não","736"
"2024",,,"Masculino","Parda","Não","231"
"2024",,,"Feminino","Branca","Não","195"
"2024","Cientista de Dados/Data Scientist","Sênior","Masculino","Branca","Não","192"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Masculino","Branca","Não","175"
"2024","Analista de Dados/Data Analyst","Pleno","Masculino","Branca","Não","168"
"2024","Analista de Dados/Data Analyst","Sênior","Masculino","Branca","Não","156"
"2024","Cientista de Dados/Data Scientist","Pleno","Masculino","Branca","Não","110"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Masculino","Branca","Não","109"
"2024","Analista de Dados/Data Analyst","Júnior","Masculino","Branca","Não","98"
"2024","Analista de BI/BI Analyst","Pleno","Masculino","Branca","Não","87"
"2024","Analista de Dados/Data Analyst","Pleno","Feminino","Branca","Não","74"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Masculino","Parda","Não","69"
"2024",,,"Masculino","Preta","Não","67"
"2024","Analista de Dados/Data Analyst","Sênior","Feminino","Branca","Não","64"
"2024","Analista de BI/BI Analyst","Sênior","Masculino","Branca","Não","62"
"2024","Analista de Dados/Data Analyst","Pleno","Masculino","Parda","Não","60"
"2024","Cientista de Dados/Data Scientist","Júnior","Masculino","Branca","Não","57"
"2024","Analista de BI/BI Analyst","Júnior","Masculino","Branca","Não","55"
"2024",,,"Feminino","Parda","Não","55"
"2024","Outra Opção","Júnior","Masculino","Branca","Não","52"
"2024","Analytics Engineer","Sênior","Masculino","Branca","Não","51"
"2024","Analista de Dados/Data Analyst","Júnior","Feminino","Branca","Não","49"
"2024","Cientista de Dados/Data Scientist","Sênior","Masculino","Parda","Não","48"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Masculino","Branca","Não","48"
"2024","Analista de Dados/Data Analyst","Sênior","Masculino","Parda","Não","47"
"2024","Analista de Dados/Data Analyst","Júnior","Masculino","Parda","Não","43"
"2024","Cientista de Dados/Data Scientist","Pleno","Feminino","Branca","Não","43"
"2024","Cientista de Dados/Data Scientist","Sênior","Feminino","Branca","Não","41"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Masculino","Parda","Não","41"
"2024","Analytics Engineer","Pleno","Masculino","Branca","Não","40"
"2024","Analista de BI/BI Analyst","Pleno","Masculino","Parda","Não","37"
"2024","Cientista de Dados/Data Scientist","Pleno","Masculino","Parda","Não","37"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Masculino","Branca","Não","37"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","Masculino","Branca","Não","32"
"2024",,,"Masculino","Amarela","Não","32"
"2024","Analista de Negócios/Business Analyst","Sênior","Masculino","Branca","Não","30"
"2024","Analista de BI/BI Analyst","Júnior","Feminino","Branca","Não","28"
"2024","Outra Opção","Júnior","Masculino","Parda","Não","28"
"2024","Analista de Negócios/Business Analyst","Pleno","Masculino","Branca","Não","26"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","Masculino","Branca","Não","26"
"2024","Outra Opção","Sênior","Masculino","Branca","Não","25"
"2024","Analista de Dados/Data Analyst","Pleno","Feminino","Parda","Não","24"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","Feminino","Branca","Não","23"
"2024","Arquiteto de Dados/Data Architect","Sênior","Masculino","Branca","Não","23"
"2024","Analista de BI/BI Analyst","Júnior","Masculino","Parda","Não","22"
"2024","Analista de BI/BI Analyst","Pleno","Feminino","Branca","Não","22"
"2024","Analista de Dados/Data Analyst","Pleno","Masculino","Preta","Não","22"
"2024","Outra Opção","Júnior","Feminino","Branca","Não","22"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","Masculino","Branca","Não","20"
"2024","Analytics Engineer","Sênior","Feminino","Branca","Não","19"
"2024","Outra Opção","Pleno","Masculino","Branca","Não","19"
"2024","Analytics Engineer","Sênior","Masculino","Parda","Não","19"
"2024","Cientista de Dados/Data Scientist","Sênior","Feminino","Parda","Não","19"
"2024","Cientista de Dados/Data Scientist","Júnior","Feminino","Branca","Não","18"
"2024","Analista de Negócios/Business Analyst","Sênior","Masculino","Parda","Não","18"
"2024","Cientista de Dados/Data Scientist","Júnior","Masculino","Parda","Não","18"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Feminino","Branca","Não","18"
"2024","Analista de Negócios/Business Analyst","Sênior","Feminino","Branca","Não","18"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Feminino","Branca","Não","17"
"2024","Analista de Dados/Data Analyst","Júnior","Feminino","Parda","Não","17"
"2024","Analista de Negócios/Business Analyst","Júnior","Masculino","Branca","Não","17"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Masculino","Preta","Não","16"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Feminino","Branca","Não","16"
"2024","Analista de BI/BI Analyst","Sênior","Feminino","Branca","Não","15"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","Masculino","Branca","Não","15"
"2024",,,"Feminino","Preta","Não","15"
"2024","Analista de Negócios/Business Analyst","Pleno","Masculino","Parda","Não","15"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Masculino","Preta","Não","14"
"2024","Analista de Negócios/Business Analyst","Pleno","Feminino","Branca","Não","14"
"2024","Analytics Engineer","Pleno","Feminino","Branca","Não","14"
"2024","Cientista de Dados/Data Scientist","Pleno","Feminino","Parda","Não","14"
"2024","Outra Opção","Pleno","Feminino","Branca","Não","14"
"2024","Analista de Dados/Data Analyst","Pleno","Feminino","Preta","Não","14"
"2024","Analista de Dados/Data Analyst","Sênior","Feminino","Parda","Não","13"
"2024","Analista de BI/BI Analyst","Sênior","Masculino","Parda","Não","13"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","Masculino","Parda","Não","13"
"2024","Outra Opção","Sênior","Feminino","Branca","Não","13"
"2024","Outra Opção","Pleno","Masculino","Parda","Não","13"
"2024","Outra Opção","Sênior","Masculino","Parda","Não","13"
"2024","Outra Opção","Júnior","Masculino","Preta","Não","12"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Masculino","Amarela","Não","12"
"2024",,,"Masculino","Branca","Sim","12"
"2024","Cientista de Dados/Data Scientist","Sênior","Masculino","Preta","Não","12"
"2024","Analista de Dados/Data Analyst","Júnior","Masculino","Preta","Não","12"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Masculino","Branca","Não","12"
"2024","Analista de Suporte/Analista Técnico","Pleno","Masculino","Branca","Não","12"
"2024","Analista de Suporte/Analista Técnico","Júnior","Masculino","Parda","Não","11"
"2024","Analista de Dados/Data Analyst","Sênior","Masculino","Amarela","Não","11"
"2024","Outra Opção","Júnior","Feminino","Parda","Não","11"
"2024","Analytics Engineer","Pleno","Masculino","Parda","Não","10"
"2024","Analista de Dados/Data Analyst","Sênior","Masculino","Preta","Não","10"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","Masculino","Parda","Não","10"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Feminino","Parda","Não","10"
"2024","Analista de Dados/Data Analyst","Júnior","Masculino","Branca","Sim","10"
"2024","Analytics Engineer","Júnior","Masculino","Branca","Não","10"
"2024","Outras Engenharias (não inclui dev)","Pleno","Masculino","Branca","Não","10"
"2024",,,"Masculino","Prefiro não informar","Não","9"
"2024","Analista de Suporte/Analista Técnico","Júnior","Masculino","Branca","Não","9"
"2024","Analista de Suporte/Analista Técnico","Sênior","Masculino","Branca","Não","9"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","Masculino","Parda","Não","9"
"2024","Analista de Negócios/Business Analyst","Júnior","Feminino","Branca","Não","8"
"2024","Cientista de Dados/Data Scientist","Júnior","Masculino","Preta","Não","8"
"2024","Analista de Dados/Data Analyst","Pleno","Masculino","Amarela","Não","8"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Masculino","Preta","Não","8"
"2024","Cientista de Dados/Data Scientist","Sênior","Masculino","Amarela","Não","7"
"2024","Analista de Dados/Data Analyst","Júnior","Feminino","Preta","Não","7"
"2024","Analytics Engineer","Pleno","Masculino","Preta","Não","7"
"2024",,,"Feminino","Amarela","Não","7"
"2024","Analista de Suporte/Analista Técnico","Pleno","Masculino","Parda","Não","7"
"2024","Analytics Engineer","Sênior","Masculino","Preta","Não","7"
"2024","Analista de Dados/Data Analyst","Pleno","Masculino","Branca","Sim","7"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Masculino","Parda","Não","7"
"2024","Outra Opção","Pleno","Feminino","Parda","Não","7"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","Feminino","Branca","Não","7"
"2024","Analista de Negócios/Business Analyst","Sênior","Feminino","Parda","Não","7"
"2024","Cientista de Dados/Data Scientist","Pleno","Masculino","Amarela","Não","7"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Masculino","Branca","Sim","6"
"2024","Arquiteto de Dados/Data Architect","Pleno","Masculino","Branca","Não","6"
"2024","Professor/Pesquisador","Sênior","Masculino","Branca","Não","6"
"2024","Analytics Engineer","Pleno","Feminino","Parda","Não","6"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Pleno","Feminino","Branca","Não","6"
"2024","Analista de BI/BI Analyst","Pleno","Feminino","Parda","Não","6"
"2024","Outras Engenharias (não inclui dev)","Sênior","Masculino","Branca","Não","6"
"2024","Cientista de Dados/Data Scientist","Pleno","Masculino","Preta","Não","6"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","Masculino","Parda","Não","6"
"2024","Analytics Engineer","Júnior","Feminino","Branca","Não","5"
"2024",,,"Masculino","Preta","Sim","5"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Feminino","Parda","Não","5"
"2024","Analista de Negócios/Business Analyst","Júnior","Masculino","Parda","Não","5"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Feminino","Branca","Não","5"
"2024","Analytics Engineer","Sênior","Feminino","Preta","Não","5"
"2024",,,"Masculino","Parda","Sim","5"
"2024","Analista de Suporte/Analista Técnico","Pleno","Feminino","Parda","Não","5"
"2024","Analista de Dados/Data Analyst","Sênior","Masculino","Branca","Sim","5"
"2024","Analista de BI/BI Analyst","Júnior","Feminino","Parda","Não","5"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","Masculino","Preta","Não","5"
"2024","Analytics Engineer","Júnior","Masculino","Parda","Não","5"
"2024","Cientista de Dados/Data Scientist","Sênior","Feminino","Preta","Não","5"
"2024","Analista de BI/BI Analyst","Júnior","Masculino","Preta","Não","5"
"2024","Outra Opção","Sênior","Feminino","Parda","Não","5"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Júnior","Masculino","Branca","Não","5"
"2024","Analista de Dados/Data Analyst","Pleno","Feminino","Amarela","Não","4"
"2024","Cientista de Dados/Data Scientist","Júnior","Feminino","Parda","Não","4"
"2024",,,"Masculino","Prefiro não informar","Prefiro não informar","4"
"2024",,,"Feminino","Branca","Sim","4"
"2024","Analista de Dados/Data Analyst","Sênior","Feminino","Preta","Não","4"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","Feminino","Amarela","Não","4"
"2024","Analista de BI/BI Analyst","Sênior","Feminino","Parda","Não","4"
"2024","Analista de Suporte/Analista Técnico","Sênior","Feminino","Branca","Não","4"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","Masculino","Preta","Não","4"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Feminino","Branca","Não","4"
"2024","Analista de BI/BI Analyst","Júnior","Masculino","Amarela","Não","4"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Feminino","Parda","Não","4"
"2024","Arquiteto de Dados/Data Architect","Sênior","Masculino","Parda","Não","4"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Masculino","Branca","Sim","4"
"2024","Analista de BI/BI Analyst","Pleno","Masculino","Preta","Não","4"
"2024","Analytics Engineer","Sênior","Feminino","Parda","Não","4"
"2024","Cientista de Dados/Data Scientist","Sênior","Feminino","Amarela","Não","4"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Masculino","Amarela","Não","3"
"2024","Outras Engenharias (não inclui dev)","Júnior","Masculino","Branca","Não","3"
"2024","Arquiteto de Dados/Data Architect","Sênior","Masculino","Preta","Não","3"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","Feminino","Parda","Não","3"
"2024","Analista de Dados/Data Analyst","Júnior","Feminino","Amarela","Não","3"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Feminino","Amarela","Não","3"
"2024","Cientista de Dados/Data Scientist","Sênior","Masculino","Branca","Sim","3"
"2024",,,"Masculino","Indígena","Não","3"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Pleno","Masculino","Branca","Não","3"
"2024","Analista de Negócios/Business Analyst","Pleno","Feminino","Preta","Não","3"
"2024","Arquiteto de Dados/Data Architect","Sênior","Feminino","Branca","Não","3"
"2024","Analista de Dados/Data Analyst","Pleno","Feminino","Branca","Sim","3"
"2024","Analista de Dados/Data Analyst","Júnior","Masculino","Amarela","Não","3"
"2024","Outra Opção","Pleno","Masculino","Preta","Não","3"
"2024","Analista de Negócios/Business Analyst","Sênior","Masculino","Preta","Não","3"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Feminino","Preta","Não","3"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Masculino","Preta","Não","3"
"2024","Analista de Negócios/Business Analyst","Pleno","Feminino","Parda","Não","3"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Feminino","Preta","Não","3"
"2024","Analista de BI/BI Analyst","Sênior","Feminino","Branca","Sim","3"
"2024","Analytics Engineer","Júnior","Feminino","Parda","Não","3"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Pleno","Masculino","Parda","Não","3"
"2024","Analista de Suporte/Analista Técnico","Júnior","Feminino","Branca","Não","3"
"2024","Analista de Dados/Data Analyst","Sênior","Feminino","Amarela","Não","3"
"2024","Analista de BI/BI Analyst","Pleno","Feminino","Amarela","Não","3"
"2024",,,"Feminino","Parda","Sim","3"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","Masculino","Parda","Sim","2"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Feminino","Preta","Não","2"
"2024","Cientista de Dados/Data Scientist","Júnior","Feminino","Amarela","Não","2"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Feminino","Parda","Não","2"
"2024","Analista de Negócios/Business Analyst","Pleno","Feminino","Amarela","Não","2"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","Masculino","Preta","Não","2"
"2024","Analytics Engineer","Júnior","Masculino","Preta","Não","2"
"2024","Professor/Pesquisador","Sênior","Masculino","Parda","Não","2"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Feminino","Preta","Não","2"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Masculino","Prefiro não informar","Não","2"
"2024","Analista de BI/BI Analyst","Pleno","Masculino","Amarela","Não","2"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Feminino","Branca","Sim","2"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Masculino","Branca","Sim","2"
"2024","Analista de Dados/Data Analyst","Sênior","Masculino","Parda","Sim","2"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","Feminino","Branca","Não","2"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","Feminino","Branca","Não","2"
"2024","Cientista de Dados/Data Scientist","Pleno","Feminino","Preta","Não","2"
"2024","Analista de BI/BI Analyst","Sênior","Masculino","Preta","Não","2"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Masculino","Parda","Não","2"
"2024","Analytics Engineer","Sênior","Masculino","Amarela","Não","2"
"2024","Analytics Engineer","Júnior","Masculino","Branca","Sim","2"
"2024","Analytics Engineer","Sênior","Masculino","Branca","Sim","2"
"2024","Cientista de Dados/Data Scientist","Júnior","Masculino","Prefiro não informar","Não","2"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Júnior","Feminino","Branca","Não","2"
"2024","Estatístico","Sênior","Masculino","Parda","Não","2"
"2024","Cientista de Dados/Data Scientist","Júnior","Feminino","Parda","Sim","2"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","Feminino","Parda","Não","2"
"2024","Outra Opção","Júnior","Feminino","Amarela","Não","2"
"2024","Outras Engenharias (não inclui dev)","Sênior","Masculino","Parda","Não","2"
"2024","Estatístico","Sênior","Masculino","Branca","Não","2"
"2024","Analista de Suporte/Analista Técnico","Sênior","Masculino","Parda","Não","2"
"2024","Professor/Pesquisador","Pleno","Masculino","Parda","Não","2"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Masculino","Parda","Não","2"
"2024","Estatístico","Pleno","Masculino","Preta","Não","2"
"2024",,,"Masculino","Branca","Prefiro não informar","2"
"2024",,,"Feminino","Preta","Sim","2"
"2024","Professor/Pesquisador","Júnior","Masculino","Branca","Não","2"
"2024","Cientista de Dados/Data Scientist","Júnior","Masculino","Branca","Sim","2"
"2024","Outra Opção","Júnior","Masculino","Amarela","Não","2"
"2024","Estatístico","Pleno","Masculino","Branca","Não","2"
"2024","Analista de Negócios/Business Analyst","Júnior","Masculino","Preta","Não","2"
"2024","Analista de Suporte/Analista Técnico","Pleno","Masculino","Preta","Não","2"
"2024","Outras Engenharias (não inclui dev)","Pleno","Masculino","Parda","Não","2"
"2024","Analista de BI/BI Analyst","Pleno","Feminino","Branca","Sim","2"
"2024","Estatístico","Júnior","Feminino","Parda","Não","2"
"2024","Analista de Suporte/Analista Técnico","Júnior","Masculino","Preta","Não","2"
"2024","Cientista de Dados/Data Scientist","Sênior","Masculino","Parda","Sim","2"
"2024","Arquiteto de Dados/Data Architect","Pleno","Masculino","Parda","Não","2"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Masculino","Preta","Não","2"
"2024","Outra Opção","Júnior","Masculino","Parda","Sim","2"
"2024","Professor/Pesquisador","Pleno","Masculino","Branca","Não","2"
"2024","Analista de Suporte/Analista Técnico","Sênior","Masculino","Preta","Não","2"
"2024","Analista de Dados/Data Analyst","Sênior","Feminino","Branca","Sim","2"
"2024","Analista de Dados/Data Analyst","Sênior","Masculino","Parda","Prefiro não informar","2"
"2024","Analista de Negócios/Business Analyst","Sênior","Masculino","Amarela","Não","2"
"2024","Analytics Engineer","Pleno","Feminino","Preta","Não","2"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Pleno","Feminino","Parda","Não","2"
"2024","Analista de Suporte/Analista Técnico","Pleno","Feminino","Preta","Não","2"
"2024","Analista de BI/BI Analyst","Júnior","Feminino","Preta","Não","2"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Masculino","Parda","Sim","2"
"2024","Estatístico","Júnior","Masculino","Parda","Não","2"
"2024","Analytics Engineer","Pleno","Masculino","Amarela","Não","2"
"2024","Cientista de Dados/Data Scientist","Pleno","Feminino","Amarela","Não","2"
"2024","Analista de Dados/Data Analyst","Pleno","Feminino","Parda","Prefiro não informar","1"
"2024",,,"Feminino","Prefiro não informar","Não","1"
"2024","Cientista de Dados/Data Scientist","Sênior","Outro","Preta","Não","1"
"2024","Outra Opção","Pleno","Masculino","Branca","Sim","1"
"2024","Analista de Negócios/Business Analyst","Sênior","Feminino","Branca","Sim","1"
